FID,SHAPE,BEZEICHNUNG,WL_NUMMER
HALTESTELLEWLOGD.864,POINT (16.378779898737047 48.18875015041583),Mommsengasse,886
HALTESTELLEWLOGD.865,POINT (16.243809898853907 48.20793015007596),Mondweg,887
HALTESTELLEWLOGD.866,POINT (16.297709899010172 48.175230149977956),Montecuccoliplatz,888
HALTESTELLEWLOGD.867,POINT (16.3026098991568 48.20238015077429),Montleartstraße,889
HALTESTELLEWLOGD.868,POINT (16.282849898544747 48.22878015031424),Moosgasse,890
HALTESTELLEWLOGD.869,POINT (16.36847989946592 48.249000150487745),Mooslackengasse,891
HALTESTELLEWLOGD.870,POINT (16.201969897915 48.20488015042211),Mooswiesengasse,892
HALTESTELLEWLOGD.871,POINT (16.44213989917646 48.273370150421734),Moritz-Dreger-Gasse,893
HALTESTELLEWLOGD.872,POINT (16.240579899149274 48.21971015049234),Moschingergasse,894
HALTESTELLEWLOGD.873,POINT (16.335779899088244 48.17622015057946),Murlingengasse,895
HALTESTELLEWLOGD.874,POINT (16.474869899189052 48.236480150355156),Murraygasse,896
HALTESTELLEWLOGD.875,POINT (16.366189899019812 48.245140150891665),Muthgasse,897
HALTESTELLEWLOGD.876,POINT (16.31022989927836 48.14918015047389),Mühlbreiten,898
HALTESTELLEWLOGD.877,POINT (16.389899899229324 48.22083015061704),Mühlfeldgasse,899
HALTESTELLEWLOGD.878,POINT (16.52287989911824 48.203180151144856),Mühlhäufel,900
HALTESTELLEWLOGD.879,POINT (16.478089899350845 48.20988015049338),Mühlhäufelweg,901
HALTESTELLEWLOGD.880,POINT (16.46587989887147 48.15996015038236),Mühlsangergasse,902
HALTESTELLEWLOGD.881,POINT (16.475839899716842 48.20422015035545),Mühlwasser,903
HALTESTELLEWLOGD.882,POINT (16.44490989908057 48.214370150380915),Mühlwasserstraße,904
HALTESTELLEWLOGD.883,POINT (16.299949899099136 48.16672015044675),Haus Hetzendorf,906
HALTESTELLEWLOGD.884,POINT (16.473839900195426 48.158920150821224),Kaiserebersdorf Münnichplatz,907
HALTESTELLEWLOGD.885,POINT (16.405259899496198 48.160000150119934),Männertreugasse,908
HALTESTELLEWLOGD.886,POINT (16.312019898956333 48.19664015069692),Reinlgasse/Märzstraße,909
HALTESTELLEWLOGD.887,POINT (16.318389899206377 48.19622015059438),Johnstraße/Märzstraße,911
HALTESTELLEWLOGD.888,POINT (16.46991989959071 48.199510150853406),Naufahrtbrücke,912
HALTESTELLEWLOGD.889,POINT (16.331499899310835 48.15743014998026),Nauheimergasse,913
HALTESTELLEWLOGD.890,POINT (16.36558989962557 48.17614015003273),Neilreichgasse,914
HALTESTELLEWLOGD.891,POINT (16.447869899245934 48.160980150783516),Nemethgasse,915
HALTESTELLEWLOGD.892,POINT (16.38464989850194 48.21481015022341),Nestroyplatz,916
HALTESTELLEWLOGD.893,POINT (16.42832989867127 48.219960150347305),Neue Donau Mitte,917
HALTESTELLEWLOGD.894,POINT (16.328329898756348 48.14071015070425),Neu Erlaa WLB,918
HALTESTELLEWLOGD.895,POINT (16.348949899409043 48.20427015017098),Neubaugasse/Burggasse,920
HALTESTELLEWLOGD.896,POINT (16.349039899172467 48.20545015017429),Neubaugasse/Neustiftgasse,921
HALTESTELLEWLOGD.897,POINT (16.490939899592046 48.23965015056215),Neubreitenlee,922
HALTESTELLEWLOGD.898,POINT (16.32448989894989 48.13783015037952),Erlaaer Spitz,923
HALTESTELLEWLOGD.899,POINT (16.532519899051614 48.24918015058998),Neueßling,924
HALTESTELLEWLOGD.900,POINT (16.3513598988001 48.253920150679946),Neugebauerweg,925
HALTESTELLEWLOGD.901,POINT (16.447769898683532 48.23714015073191),Neu-Kagran,927
HALTESTELLEWLOGD.902,POINT (16.38703989906736 48.15894015064322),Neulandschule,928
HALTESTELLEWLOGD.903,POINT (16.38737989936115 48.199040150111585),Ungargasse/Neulinggasse,929
HALTESTELLEWLOGD.904,POINT (16.3330698988049 48.15725015039427),Neusteinhof,930
HALTESTELLEWLOGD.905,POINT (16.301669899039112 48.251000150312535),Neustift am Walde,931
HALTESTELLEWLOGD.906,POINT (16.30552989819278 48.24725015016815),Neustifter Friedhof 1.Tor,932
HALTESTELLEWLOGD.907,POINT (16.30135989898372 48.24729015082284),Neustifter Friedhof 2.Tor,933
HALTESTELLEWLOGD.908,POINT (16.298189898169497 48.24675015076725),Neustifter Friedhof 3.Tor,934
HALTESTELLEWLOGD.909,POINT (16.29098989930006 48.23364015071561),Neuwaldegg,935
HALTESTELLEWLOGD.910,POINT (16.279859898646727 48.24045015026748),Höhenstraße/Marswiese,936
HALTESTELLEWLOGD.911,POINT (16.331149898458172 48.181310150867205),Niederhofstraße,937
HALTESTELLEWLOGD.912,POINT (16.534959899990376 48.224690151083436),Niklas-Eslarn-Straße,939
HALTESTELLEWLOGD.913,POINT (16.241769899128553 48.22263015018163),Nikolaus-Pytty-Gasse,940
HALTESTELLEWLOGD.914,POINT (16.389229899558718 48.22357015080412),Nordbahnstraße,941
HALTESTELLEWLOGD.915,POINT (16.395269899551632 48.26113015085309),Nordbrücke,943
HALTESTELLEWLOGD.916,POINT (16.380709899475676 48.22812015061229),Nordwestbahnstraße,944
HALTESTELLEWLOGD.917,POINT (16.227569898489502 48.20309015003477),Autobahn-Raststation Auhof,946
HALTESTELLEWLOGD.918,POINT (16.313649898564886 48.126750150656044),Nowakgasse,947
HALTESTELLEWLOGD.919,POINT (16.367279899143103 48.260030150693254),Nußdorf,948
HALTESTELLEWLOGD.920,POINT (16.35282989895001 48.23146015081985),Nußdorfer Straße,950
HALTESTELLEWLOGD.921,POINT (16.26030989898185 48.160220150589744),Nästlbergergasse,952
HALTESTELLEWLOGD.922,POINT (16.291659898944477 48.175550150729734),ORF-Zentrum Küniglberg,953
HALTESTELLEWLOGD.923,POINT (16.50404990002204 48.169610150956544),Finsterbuschstraße/Gasthaus,954
HALTESTELLEWLOGD.924,POINT (16.461699898726486 48.257720150527206),Obachgasse,955
HALTESTELLEWLOGD.925,POINT (16.275569898130055 48.19224015018606),Ober Sankt Veit,956
HALTESTELLEWLOGD.926,POINT (16.439589899945837 48.17592015068248),Oriongasse,957
HALTESTELLEWLOGD.927,POINT (16.48114989912267 48.219890150855754),Oberdorfstraße/Aspernstraße,958
HALTESTELLEWLOGD.928,POINT (16.344439898367426 48.24461015072661),Oberdöbling,959
HALTESTELLEWLOGD.929,POINT (16.343199898873888 48.15722015047433),Grohnergasse,960
HALTESTELLEWLOGD.930,POINT (16.37501989866589 48.222600150752065),Obere Augartenstraße,961
HALTESTELLEWLOGD.931,POINT (16.371249899032943 48.21956015080268),Obere Donaustraße,962
HALTESTELLEWLOGD.932,POINT (16.335949899122024 48.259300150125696),Oberer Reisenbergweg,963
HALTESTELLEWLOGD.933,POINT (16.472849899094033 48.25175015088714),Oberfeld,964
HALTESTELLEWLOGD.934,POINT (16.473499898993076 48.241300150924374),Oberfeldgasse/Spargelfeldstr,966
HALTESTELLEWLOGD.935,POINT (16.46707989956873 48.212860150368854),Orchisgasse,967
HALTESTELLEWLOGD.936,POINT (16.3894698991064 48.26660015035157),Obergfellplatz,968
HALTESTELLEWLOGD.937,POINT (16.404049898745058 48.1374801503812),Oberlaaer Platz,970
HALTESTELLEWLOGD.938,POINT (16.361319899344544 48.147960150512134),Oberlaaer Straße,971
HALTESTELLEWLOGD.939,POINT (16.344149899353148 48.240590150602365),Obersteinergasse,972
HALTESTELLEWLOGD.940,POINT (16.291249898745615 48.22260015052023),Oberwiedenstraße,973
HALTESTELLEWLOGD.941,POINT (16.41458989915676 48.21628015045867),Sturgasse,974
HALTESTELLEWLOGD.942,POINT (16.36957989896365 48.20230015056084),Kärntner Ring/Oper,975
HALTESTELLEWLOGD.943,POINT (16.32344989933382 48.229010150730375),Orthopädisches Krankenhaus,976
HALTESTELLEWLOGD.944,POINT (16.330089899425946 48.213970150310836),Ortliebgasse,977
HALTESTELLEWLOGD.945,POINT (16.23565989891009 48.21114014996668),Oskar-Simony-Straße,978
HALTESTELLEWLOGD.946,POINT (16.47647989950293 48.27530015052618),Wagramer Straße/Ostbahn,979
HALTESTELLEWLOGD.947,POINT (16.45377989848731 48.27492015059723),Oswald-Redlich-Straße,980
HALTESTELLEWLOGD.948,POINT (16.311389898143556 48.21218015059419),Ottakring,981
HALTESTELLEWLOGD.949,POINT (16.300919899035 48.21425015025171),Ottakringer Friedhof,982
HALTESTELLEWLOGD.950,POINT (16.28943989831454 48.21205015070277),Ottakringer Bad,983
HALTESTELLEWLOGD.951,POINT (16.29178989882429 48.22159015044436),Otto-Hötzl-Weg,985
HALTESTELLEWLOGD.952,POINT (16.349099898692465 48.15384015016814),Otto-Probst-Platz,986
HALTESTELLEWLOGD.953,POINT (16.35633989896582 48.15578015002967),Otto-Probst-Straße,987
HALTESTELLEWLOGD.954,POINT (16.33682989835482 48.217630150489775),Palffygasse,988
HALTESTELLEWLOGD.955,POINT (16.485889899165535 48.180950150342284),Panozzalacke,990
HALTESTELLEWLOGD.956,POINT (16.457449899034806 48.16021015037921),Pantucekgasse,991
HALTESTELLEWLOGD.957,POINT (16.341979899125683 48.24869015066175),Paradisgasse,992
HALTESTELLEWLOGD.958,POINT (16.393879898740998 48.202550150787914),Kundmanngasse,993
HALTESTELLEWLOGD.959,POINT (16.36004989892501 48.20860015044045),Stadiongasse/Parlament,994
HALTESTELLEWLOGD.960,POINT (16.404279899533826 48.25740015051642),Patrizigasse,995
HALTESTELLEWLOGD.961,POINT (16.36724989912203 48.19601015081027),Paulanergasse,996
HALTESTELLEWLOGD.962,POINT (16.299489898337683 48.21841015007552),Paulinensteig,997
HALTESTELLEWLOGD.963,POINT (16.288349898471395 48.130810150367815),Pellmanngasse,998
HALTESTELLEWLOGD.964,POINT (16.423109898296836 48.277380150832784),Marco-Polo-Promenade,999
HALTESTELLEWLOGD.965,POINT (16.28966989939416 48.150110150766274),Haus Atzgersdorf,1000
HALTESTELLEWLOGD.966,POINT (16.286779898400955 48.15944015066008),Haus Rosenberg,1001
HALTESTELLEWLOGD.967,POINT (16.397609899678802 48.22923015097316),Pensionsversicherungsanstalt,1002
HALTESTELLEWLOGD.968,POINT (16.305319899267975 48.19257015070876),Penzing,1003
HALTESTELLEWLOGD.969,POINT (16.491529899401584 48.240440150481824),Pfalzgasse,1004
HALTESTELLEWLOGD.970,POINT (16.315199899136623 48.19029014998083),Penzinger Straße,1005
HALTESTELLEWLOGD.971,POINT (16.39170989995234 48.144490150378275),Per-Albin-Hansson-Siedlung Ost,1006
HALTESTELLEWLOGD.972,POINT (16.313839899377555 48.13680015001608),Perfektastraße,1007
HALTESTELLEWLOGD.973,POINT (16.355019898960318 48.249140150315455),Perntergasse,1008
HALTESTELLEWLOGD.974,POINT (16.40113989934524 48.21794015083061),Perspektivstraße,1009
HALTESTELLEWLOGD.975,POINT (16.3259198982651 48.23865015004761),Peter-Jordan-Straße,1010
HALTESTELLEWLOGD.976,POINT (16.406499899130306 48.30216015089518),Pfarrer-Matz-Gasse,1011
HALTESTELLEWLOGD.977,POINT (16.34704989888036 48.14964015073791),Pfarrgasse,1012
HALTESTELLEWLOGD.978,POINT (16.313369898939694 48.20754015021918),Pfenninggeldgasse,1013
HALTESTELLEWLOGD.979,POINT (16.28705989916199 48.19687015006906),Zehetnerg/Pflegeh Baumgarten,1014
HALTESTELLEWLOGD.980,POINT (16.33112989868594 48.17427015073563),Meidling-Philadelphiabrücke,1015
HALTESTELLEWLOGD.981,POINT (16.351399898463477 48.206350150108506),Piaristengasse,1017
HALTESTELLEWLOGD.982,POINT (16.35470989875006 48.19283015025558),Pilgramgasse,1018
HALTESTELLEWLOGD.983,POINT (16.280839898551775 48.226700150264236),Plachygasse,1021
HALTESTELLEWLOGD.984,POINT (16.369919899123524 48.206440150200635),Plankengasse,1022
HALTESTELLEWLOGD.985,POINT (16.478659898818936 48.21111015109747),Plattensteinergasse,1024
HALTESTELLEWLOGD.986,POINT (16.377079898749187 48.19452015082262),Plößlgasse,1025
HALTESTELLEWLOGD.987,POINT (16.533179898928992 48.21100015032541),Podlahagasse,1026
HALTESTELLEWLOGD.988,POINT (16.45619989874794 48.24326015061079),Pogrelzstraße,1027
HALTESTELLEWLOGD.989,POINT (16.32400989930953 48.178670150507266),Pohlgasse,1028
HALTESTELLEWLOGD.990,POINT (16.280859899072738 48.22788015013271),Pointengasse,1029
HALTESTELLEWLOGD.991,POINT (16.355479898284013 48.24115015035597),Pokornygasse,1030
HALTESTELLEWLOGD.992,POINT (16.449599898969467 48.23128015020863),Polgarstraße,1031
HALTESTELLEWLOGD.993,POINT (16.240539899388207 48.13103015017179),Alte Polsterermühle,1032
HALTESTELLEWLOGD.994,POINT (16.44402989847726 48.24433015095513),Portnergasse,1034
HALTESTELLEWLOGD.995,POINT (16.312209899082543 48.199130150439466),Hütteldorfer Straße,1035
HALTESTELLEWLOGD.996,POINT (16.316519898623593 48.20663015080858),Possingergasse,1036
HALTESTELLEWLOGD.997,POINT (16.318049898421883 48.20903015083028),Possingergasse/Koppstraße,1037
HALTESTELLEWLOGD.998,POINT (16.434199899201563 48.2033801502642),Praterbrücke,1039
HALTESTELLEWLOGD.999,POINT (16.391759898740503 48.21815015022746),Praterstern,1040
HALTESTELLEWLOGD.1000,POINT (16.39435989887653 48.20554015029925),Rasumofskygasse,1041
HALTESTELLEWLOGD.1001,POINT (16.386669899403007 48.216280150781024),Nestroyplatz/Praterstraße,1042
HALTESTELLEWLOGD.1002,POINT (16.289589899040443 48.22246015084093),Predigtstuhl,1043
HALTESTELLEWLOGD.1003,POINT (16.277329898394658 48.18755015079487),Preindlgasse,1044
HALTESTELLEWLOGD.1004,POINT (16.424209899656653 48.158140150266185),Pretschgasse,1045
HALTESTELLEWLOGD.1005,POINT (16.362039898712403 48.19717015067339),Preßgasse,1047
HALTESTELLEWLOGD.1006,POINT (16.481089899545406 48.23976015083015),Prinzgasse,1048
HALTESTELLEWLOGD.1007,POINT (16.280269898452307 48.206880150158895),Otto-Wagner-Spital,1049
HALTESTELLEWLOGD.1008,POINT (16.454879899029876 48.25988015070302),Puchgasse,1050
HALTESTELLEWLOGD.1009,POINT (16.273119898068067 48.20536015027377),Baumgartner Höhe,1052
HALTESTELLEWLOGD.1010,POINT (16.27205989887161 48.135990149950835),Pumgasse,1053
HALTESTELLEWLOGD.1011,POINT (16.333629899199508 48.15019015017997),Purkytgasse,1054
HALTESTELLEWLOGD.1012,POINT (16.288559899335173 48.21329015014343),Pönningerweg,1055
HALTESTELLEWLOGD.1013,POINT (16.311199898185663 48.24090015035958),Pötzleinsdorf,1056
HALTESTELLEWLOGD.1014,POINT (16.307409898506087 48.24552015051911),Pötzleinsdorfer Friedhof,1057
HALTESTELLEWLOGD.1015,POINT (16.373489898925932 48.17562015028266),Quellenplatz,1058
HALTESTELLEWLOGD.1016,POINT (16.377779898705466 48.175330150368715),Quellenstraße/Favoritenstraße,1059
HALTESTELLEWLOGD.1017,POINT (16.358099898988726 48.17740015008034),Quellenstraße/Knöllgasse,1060
HALTESTELLEWLOGD.1018,POINT (16.39762989902964 48.194030150189796),Rabengasse,1061
HALTESTELLEWLOGD.1019,POINT (16.35814989859437 48.235910150708996),Spittelau,1062
HALTESTELLEWLOGD.1020,POINT (16.390159899546273 48.21093015049704),Radetzkyplatz,1063
HALTESTELLEWLOGD.1021,POINT (16.36684989907551 48.23364015055746),Pappenheimgasse,1064
HALTESTELLEWLOGD.1022,POINT (16.28118989904258 48.20477014993526),Raimannstraße,1065
HALTESTELLEWLOGD.1023,POINT (16.36811989957784 48.18872015049568),Rainergasse,1066
HALTESTELLEWLOGD.1024,POINT (16.458819899623528 48.20442015100328),Rallenweg,1067
HALTESTELLEWLOGD.1025,POINT (16.360609899047596 48.24097015012352),Rampengasse,1068
HALTESTELLEWLOGD.1026,POINT (16.36037989948156 48.18493015063189),Ramperstorffergasse,1069
HALTESTELLEWLOGD.1027,POINT (16.42439989934905 48.179920150674036),Rappachgasse,1070
HALTESTELLEWLOGD.1028,POINT (16.394909898608077 48.20574015042751),Löwengasse,1071
HALTESTELLEWLOGD.1029,POINT (16.355349899407774 48.21003015076777),Rathaus,1072
HALTESTELLEWLOGD.1030,POINT (16.42710989901968 48.1735001505873),Ravelinstraße,1073
HALTESTELLEWLOGD.1031,POINT (16.36745989971877 48.16302015075666),Laxenburger Str/Sahulkastraße,1074
HALTESTELLEWLOGD.1032,POINT (16.275609899068208 48.1773901501519),Ratmannsdorfgasse,1075
HALTESTELLEWLOGD.1033,POINT (16.41924989912712 48.284050150569016),Ratzenhofergasse,1076
HALTESTELLEWLOGD.1034,POINT (16.375209899605906 48.23076015085866),Rauscherstraße,1077
HALTESTELLEWLOGD.1035,POINT (16.363469899499936 48.165660150581395),Raxstraße/Rudolfshügelgasse,1078
HALTESTELLEWLOGD.1036,POINT (16.38825989925467 48.2278401506971),Rebhanngasse,1079
HALTESTELLEWLOGD.1037,POINT (16.31464989906197 48.21331015022825),Redtenbachergasse,1080
HALTESTELLEWLOGD.1038,POINT (16.29122989881504 48.156350150786515),Reibergasse,1081
HALTESTELLEWLOGD.1039,POINT (16.28450989858825 48.206900150064115),Reichmanngasse,1082
HALTESTELLEWLOGD.1040,POINT (16.514949899299797 48.20195015044852),Reinholdgasse,1083
HALTESTELLEWLOGD.1041,POINT (16.311379898979002 48.19331015031236),Linzer Straße/Reinlgasse,1084
HALTESTELLEWLOGD.1042,POINT (16.351509899656218 48.18923015034161),Reinprechtsdorfer Brücke,1085
HALTESTELLEWLOGD.1043,POINT (16.353159899312015 48.18653015077024),Reinprechtsd Str/Arbeitergasse,1086
HALTESTELLEWLOGD.1044,POINT (16.284269898605736 48.214420150085694),Hotel Gallitzinberg,1087
HALTESTELLEWLOGD.1045,POINT (16.349059899553176 48.20197015038462),Neubaugasse/Westbahnstraße,1088
HALTESTELLEWLOGD.1046,POINT (16.367739898954234 48.213130150247636),Renngasse,1090
HALTESTELLEWLOGD.1047,POINT (16.386339898958507 48.19466015026409),Rennweg,1091
HALTESTELLEWLOGD.1048,POINT (16.32683989937208 48.17842015039794),Ruckergasse/Pohlgasse,1092
HALTESTELLEWLOGD.1049,POINT (16.367719899220493 48.19861015094716),Resselgasse,1094
HALTESTELLEWLOGD.1050,POINT (16.378189898982026 48.174160150795764),Reumannplatz,1095
HALTESTELLEWLOGD.1051,POINT (16.26446989885389 48.17437015019238),Reischergasse,1096
HALTESTELLEWLOGD.1052,POINT (16.430859899395045 48.26650015047219),Richard-Neutra-Gasse,1097
HALTESTELLEWLOGD.1053,POINT (16.338389898747526 48.13774015083869),Richard-Strauss-Straße,1098
HALTESTELLEWLOGD.1054,POINT (16.322739898795394 48.223900150577485),Richthausenstraße,1099
HALTESTELLEWLOGD.1055,POINT (16.279599898383662 48.16327015071125),Riedelgasse,1100
HALTESTELLEWLOGD.1056,POINT (16.238879897979135 48.210490150602226),Riedstraße,1101
HALTESTELLEWLOGD.1057,POINT (16.37724989872564 48.207830150451926),Riemergasse,1102
HALTESTELLEWLOGD.1058,POINT (16.41773989883589 48.28362015039643),Schippergasse,1103
HALTESTELLEWLOGD.1059,POINT (16.391309898593054 48.202520150721874),Rochusgasse,1104
HALTESTELLEWLOGD.1060,POINT (16.262899898317738 48.13279015062866),Rodaun,1105
HALTESTELLEWLOGD.1061,POINT (16.258439899413723 48.13246015063085),Hochstraße,1106
HALTESTELLEWLOGD.1062,POINT (16.26016989870863 48.138950150278205),Rodauner Straße,1107
HALTESTELLEWLOGD.1063,POINT (16.334149898106073 48.24078015021014),Rodlergasse,1108
HALTESTELLEWLOGD.1064,POINT (16.273709899135262 48.18765015008491),Rohrbacherstraße,1109
HALTESTELLEWLOGD.1065,POINT (16.294289899153853 48.263930150008775),Sieveringer Straße/Rohrerwiese,1110
HALTESTELLEWLOGD.1066,POINT (16.429399899292232 48.17148015029677),Rohrhofergasse,1111
HALTESTELLEWLOGD.1067,POINT (16.32452989855524 48.1816601506133),Rosasgasse,1112
HALTESTELLEWLOGD.1068,POINT (16.302229899228283 48.16893014999284),Rosenhügelstraße,1114
HALTESTELLEWLOGD.1069,POINT (16.32701989869106 48.219140150748274),Rosensteingasse,1115
HALTESTELLEWLOGD.1070,POINT (16.26098989818428 48.202090150412374),Rosentalgasse,1116
HALTESTELLEWLOGD.1071,POINT (16.321659899424617 48.14815015023295),Rossakgasse,1117
HALTESTELLEWLOGD.1072,POINT (16.323949899288063 48.18373015022896),Rotenmühlgasse,1118
HALTESTELLEWLOGD.1073,POINT (16.374439899442017 48.21035015042894),Rotenturmstraße,1119
HALTESTELLEWLOGD.1074,POINT (16.466979899961697 48.193390150460395),Raffineriestr/Biberhaufenweg,1120
HALTESTELLEWLOGD.1075,POINT (16.307549899031354 48.217810150515625),Wilhelminenstr/Sandleitengasse,1121
HALTESTELLEWLOGD.1076,POINT (16.464319898899724 48.2617101504656),Rautenweg,1122
HALTESTELLEWLOGD.1077,POINT (16.38278989953882 48.14676015019167),Rothneusiedl,1123
HALTESTELLEWLOGD.1078,POINT (16.367659899111437 48.22164015038874),Roßauer Lände,1124
HALTESTELLEWLOGD.1079,POINT (16.28124989859207 48.13782015036767),Schartlgasse,1125
HALTESTELLEWLOGD.1080,POINT (16.32696989832355 48.180860150511734),Ruckergasse/Tivoligasse,1126
HALTESTELLEWLOGD.1081,POINT (16.26142989909086 48.14282014996112),Rudolf-Waisenhorn-Gasse,1127
HALTESTELLEWLOGD.1082,POINT (16.283359899486022 48.14754015045584),Rudolf-Zeller-Gasse,1128
HALTESTELLEWLOGD.1083,POINT (16.371059898754925 48.21438015064903),Rudolfsplatz,1129
HALTESTELLEWLOGD.1084,POINT (16.385969898421664 48.22040015058916),Rueppgasse,1130
HALTESTELLEWLOGD.1085,POINT (16.390669899698317 48.12593015002935),Rustenfeldsiedlung,1131
HALTESTELLEWLOGD.1086,POINT (16.327479898624766 48.19135015078287),Rustengasse,1132
HALTESTELLEWLOGD.1087,POINT (16.418319898408424 48.272160151075596),Ruthnergasse,1133
HALTESTELLEWLOGD.1088,POINT (16.284389899503445 48.15257015003053),Ruzickagasse,1134
HALTESTELLEWLOGD.1089,POINT (16.383229899422386 48.28743015055156),Rußbergstraße,1135
HALTESTELLEWLOGD.1090,POINT (16.31357989917863 48.21690015049277),Römergasse,1136
HALTESTELLEWLOGD.1091,POINT (16.35001989820546 48.245170150482366),Saarplatz,1138
HALTESTELLEWLOGD.1092,POINT (16.317789899567853 48.16152015043746),Sagedergasse,1139
HALTESTELLEWLOGD.1093,POINT (16.362189898848126 48.1621001501885),Sahulkastraße,1140
HALTESTELLEWLOGD.1094,POINT (16.436059898803524 48.25062015108101),Saikogasse,1141
HALTESTELLEWLOGD.1095,POINT (16.293499898250737 48.251990150503886),Salmannsdorf,1142
HALTESTELLEWLOGD.1096,POINT (16.498149899306803 48.216510150509116),Saltenstraße,1143
HALTESTELLEWLOGD.1097,POINT (16.372739898705156 48.212720150212135),Salzgries,1144
HALTESTELLEWLOGD.1098,POINT (16.373939898793985 48.214010150170225),Salztorbrücke,1145
HALTESTELLEWLOGD.1099,POINT (16.245119898731634 48.20339015075464),Samptwandnergasse,1146
HALTESTELLEWLOGD.1100,POINT (16.39901989908521 48.246800151022704),Sandrockgasse,1147
HALTESTELLEWLOGD.1101,POINT (16.40108989877736 48.1905201503815),Viehmarktgasse,1148
HALTESTELLEWLOGD.1102,POINT (16.292609898672783 48.17265015020191),Sankt-Hemma-Kirche,1149
HALTESTELLEWLOGD.1103,POINT (16.260789898667117 48.1625301502323),Sankt-Hubertus-Platz,1150
HALTESTELLEWLOGD.1104,POINT (16.439459899604422 48.2666201509874),Sankt-Michael-Gasse,1151
HALTESTELLEWLOGD.1105,POINT (16.353539898461094 48.204150150917705),Sankt-Ulrichs-Platz,1152
HALTESTELLEWLOGD.1106,POINT (16.338789898154232 48.246260150066),Sauerburggasse,1153
HALTESTELLEWLOGD.1107,POINT (16.35739989885339 48.18234015058829),Scalagasse,1154
HALTESTELLEWLOGD.1108,POINT (16.301029898722888 48.23622015012434),Schafbergbad,1155
HALTESTELLEWLOGD.1109,POINT (16.297879898168393 48.23779015054804),Schafberghöhe,1156
HALTESTELLEWLOGD.1110,POINT (16.538499899188864 48.236210150554356),Schafflerhof,1157
HALTESTELLEWLOGD.1111,POINT (16.31631989826503 48.19244015077487),Linzer Straße/Johnstraße,1158
HALTESTELLEWLOGD.1112,POINT (16.481789899619898 48.287260150948306),Schattenfrohgasse,1159
HALTESTELLEWLOGD.1113,POINT (16.330119899212594 48.17326015046227),Schedifkaplatz,1160
HALTESTELLEWLOGD.1114,POINT (16.317829898160014 48.23244015054435),Scheibenbergstraße,1161
HALTESTELLEWLOGD.1115,POINT (16.418099898803558 48.16269015017148),Schemmerlstraße,1162
HALTESTELLEWLOGD.1116,POINT (16.454889899332837 48.2084301504312),Schilfweg,1163
HALTESTELLEWLOGD.1117,POINT (16.453319899575014 48.20542015029947),Schillwasserweg,1164
HALTESTELLEWLOGD.1118,POINT (16.52412989925744 48.212130150408335),Schlachthammerstraße,1166
HALTESTELLEWLOGD.1119,POINT (16.38141989910514 48.16636015026415),Schleiergasse,1167
HALTESTELLEWLOGD.1120,POINT (16.365649898713908 48.19703015057873),Schleifmühlgasse,1168
HALTESTELLEWLOGD.1121,POINT (16.36440989852617 48.218650150128155),Schlickgasse,1169
HALTESTELLEWLOGD.1122,POINT (16.3990298988643 48.26003015102271),Angerer Straße,1170
HALTESTELLEWLOGD.1123,POINT (16.306499898649275 48.14803015022801),Schloss Alterlaa,1171
HALTESTELLEWLOGD.1124,POINT (16.37917989934098 48.19191015049714),Schloss Belvedere,1173
HALTESTELLEWLOGD.1125,POINT (16.308979899197332 48.16732015026056),Schloss Hetzendorf,1174
HALTESTELLEWLOGD.1126,POINT (16.221799897946457 48.214510150430094),Schloss Laudon,1175
HALTESTELLEWLOGD.1127,POINT (16.313019898990948 48.18812015037768),Schloss Schönbrunn,1176
HALTESTELLEWLOGD.1128,POINT (16.284659899211466 48.22009015074612),Schloss Wilhelminenberg,1177
HALTESTELLEWLOGD.1129,POINT (16.291179899584954 48.158280150163314),Schluckergasse,1178
HALTESTELLEWLOGD.1130,POINT (16.3296398988941 48.196010150824065),Schmelzbrücke,1179
HALTESTELLEWLOGD.1131,POINT (16.537939900051928 48.219560150596486),Schoeppelgasse,1180
HALTESTELLEWLOGD.1132,POINT (16.343429899111545 48.20758015015328),Schottenfeldgasse,1181
HALTESTELLEWLOGD.1133,POINT (16.371129899091084 48.216920150441226),Schottenring,1182
HALTESTELLEWLOGD.1134,POINT (16.326859899445815 48.138560150513335),Schönwiesegasse,1183
HALTESTELLEWLOGD.1135,POINT (16.36217989833979 48.21396015013238),Schottentor,1184
HALTESTELLEWLOGD.1136,POINT (16.253989898954675 48.176810150104075),Sankt Veiter Tor,1185
HALTESTELLEWLOGD.1137,POINT (16.400239898863912 48.26210015087006),Floridsdorfer Markt,1186
HALTESTELLEWLOGD.1138,POINT (16.28531989902553 48.22586015058989),Schrammelgasse,1187
HALTESTELLEWLOGD.1139,POINT (16.28889989821715 48.206400150808065),Schrekergasse,1188
HALTESTELLEWLOGD.1140,POINT (16.280769898900356 48.18163015033633),Schrutkagasse,1189
HALTESTELLEWLOGD.1141,POINT (16.31895989900089 48.211580150593505),Schuhmeierplatz,1190
HALTESTELLEWLOGD.1142,POINT (16.373949899589917 48.16858015005567),Ettenreichgasse/Schulzentrum,1191
HALTESTELLEWLOGD.1143,POINT (16.419389899582534 48.27991015080176),Schwanngasse,1192
HALTESTELLEWLOGD.1144,POINT (16.37437989904656 48.20130015080268),Schwarzenbergplatz,1193
HALTESTELLEWLOGD.1145,POINT (16.32845989955948 48.15242015047624),Schwarzenhaidestraße,1195
